Feature,Importance
AvgTicketsPerDay,0.7044561078677232
DayOfWeek,0.09612302376409934
Month,0.08833179943983369
StreetName_Encoded,0.06329385142905922
Season_Encoded,0.026428981114785182
IsWeekend,0.021366236384499398
